981,NEOM
982,OSIN
983,PADI
984,PBRA
985,PDUE
986,PEVE
987,PEYE
988,PLOB
989,PMEA
990,RDC
991,REDC
992,RUBL
993,SARG
994,SHAD
995,SPNG
996,STYP
997,TURB
998,TURF
999,UBRN
1000,UNCO
1001,URED
1002,VENT
1003,WAND
1004,HCP
1005,OTHC
1006,AL_filam
1007,AVAM
1008,B_UnkCoral
1009,GREEN
1010,Halimeda
1011,PBB
1012,PBE
1013,Un coral
1014,Unk_ Alg
1015,UnkCoral
1016,ASPP
1017,BARE
1018,BRWN
1019,CORAL
1020,CORAL_BL
1021,CVAU
1022,DEBRIS
1023,DICO
1024,DICT
1025,GALA
1026,GREEN
1027,HALI
1028,LAUR
1029,LBOT
1030,LIAG
1031,LOSC
1032,LOSC_BL
1033,LTRA
1034,MACRO
1035,MCAP_BL
1036,MFLA_BL
1037,MICR
1038,MINV
1039,MPAT_BL
1040,MSTU
1041,PADU
1042,PADU_BL
1043,PBRI
1044,PCOM_BL
1045,PDAM_BL
1046,PEVE_BL
1047,PGRA
1048,PGRA_BL
1049,PHAW
1050,PLIC
1051,PLIG
1052,PLIG_BL
1053,PLOB
1054,PLOB_BL
1055,PMAL
1056,PMEA_BL
1057,PNIE
1058,PORI
1059,PSOL
1060,PSTE
1061,PVAR_BL
1062,RDEAD
1063,RED
1064,ROCK
1065,RUBB
1066,SCIN
1067,SEDM
1068,SHELL
1069,SILT
1070,SINV
1071,UNK
1072,ACR_t_c_d
1073,Alg_fleshy
1074,BAcroBr
1075,B_Por_mass
1076,BRA_TAB-B*
1077,B_StPis
1078,FAV-MUS
1079,FAV-MUS-B*
1080,POR-MASS
1081,QUD
1082,SINV_BLC
1083,Styloph
1084,TFP_OTH
1085,ATAX
1086,CAUL
1087,CHLO
1088,CLAD
1089,CYAN
1090,DICP
1091,DICS
1092,FSCU_BL
1093,GCOR
1094,LVAR
1095,PHAE
1096,PMON
1097,RHOD
1098,SUBS
1099,ULVA
1100,UNCO
1101,UNCO_BL
1102,ALGAE_OTH
1103,Caulerpa
1104,COSK
1105,HC bleach
1106,HC_broke
1107,HC_bushy
1108,HS
1109,MACR_Cal_H
1110,MHC
1111,SSI
1112,SUSA
1113,UA
